,ticker,date,open,high,low,close,volume
64,FPT,3/21/2007,22.0699,22.0699,20.9704,21.0096,113940
65,FPT,3/22/2007,21.0096,21.9914,21.0096,21.795,139830
66,FPT,3/23/2007,21.795,21.795,21.795,21.795,119530
67,FPT,3/26/2007,21.795,21.795,20.8133,21.206,107630
68,FPT,3/27/2007,21.206,21.206,20.1457,20.1457,62970
69,FPT,3/28/2007,20.1457,20.1457,19.1639,20.1457,126200
70,FPT,3/29/2007,20.1457,21.1275,20.1457,21.1275,117350
71,FPT,3/30/2007,21.1275,21.5987,21.1275,21.2453,90460
72,FPT,4/2/2007,21.2453,21.2453,20.185,20.4206,57570
73,FPT,4/3/2007,20.4206,20.4206,19.5959,19.6352,64900
74,FPT,4/4/2007,19.6352,20.185,19.6352,20.185,23700
75,FPT,4/5/2007,20.185,20.342,20.185,20.2242,50520
76,FPT,4/6/2007,20.2242,20.2242,19.753,20.0279,38880
77,FPT,4/9/2007,20.0279,20.2242,20.0279,20.2242,48570
78,FPT,4/10/2007,20.2242,20.4599,20.0279,20.4599,83330
79,FPT,4/11/2007,20.4599,20.6169,20.4599,20.6169,44950
80,FPT,4/12/2007,20.6169,21.206,20.6169,21.206,80100
81,FPT,4/13/2007,21.206,21.9914,20.4206,20.4206,149170
82,FPT,4/16/2007,20.4206,20.9311,20.4206,20.6169,102080
83,FPT,4/17/2007,20.6169,20.6169,20.2242,20.2242,31000
84,FPT,4/18/2007,20.2242,20.4206,20.2242,20.4206,62980
85,FPT,4/19/2007,20.4206,20.4206,19.8315,19.8315,74850
86,FPT,4/20/2007,19.8315,19.8315,18.8498,18.8498,135750
87,FPT,4/23/2007,18.8498,18.8498,17.9073,17.9073,56560
88,FPT,4/24/2007,17.9073,17.9073,17.0433,17.0433,48470
89,FPT,4/25/2007,17.0433,17.0433,16.2187,16.6899,221550
90,FPT,5/2/2007,16.6899,17.0433,16.6899,17.0041,137200
91,FPT,5/3/2007,17.0041,17.3575,17.0041,17.3575,152480
92,FPT,5/4/2007,17.3575,18.2214,17.3575,18.2214,95960
93,FPT,5/7/2007,18.2214,19.1247,18.2214,19.1247,136260
94,FPT,5/8/2007,19.1247,19.6352,19.1247,19.6352,152010
95,FPT,5/9/2007,19.6352,19.6352,19.6352,19.6352,104100
96,FPT,5/10/2007,19.6352,20.6169,19.6352,20.6169,131160
97,FPT,5/11/2007,20.6169,21.638,20.6169,21.638,165950
98,FPT,5/14/2007,21.638,22.6983,21.638,22.6983,190090
99,FPT,5/15/2007,22.6983,22.6983,21.5987,21.5987,76860
100,FPT,5/16/2007,21.5987,21.5987,20.8918,20.8918,125520
101,FPT,5/17/2007,20.8918,21.8736,20.6169,21.8736,153220
102,FPT,5/18/2007,21.8736,21.8736,21.2453,21.2453,146660
103,FPT,5/21/2007,21.2455,22.2663,21.2455,21.9129,283500
104,FPT,5/22/2007,21.9129,21.9129,21.7951,21.9129,241370
105,FPT,5/23/2007,21.9129,21.9129,21.7951,21.7951,274270
106,FPT,5/24/2007,21.7951,21.7951,21.206,21.206,173140
107,FPT,5/25/2007,21.206,21.206,20.9115,21.0882,203300
108,FPT,5/28/2007,21.0882,21.0882,20.9704,21.0293,176850
109,FPT,5/29/2007,21.0293,21.0293,20.4403,20.4403,186180
110,FPT,5/30/2007,20.4403,20.617,20.0279,20.617,204950
111,FPT,5/31/2007,20.617,20.617,20.5581,20.5581,165090
112,FPT,6/1/2007,20.5581,20.5581,20.3224,20.3224,92630
113,FPT,6/4/2007,20.3224,20.3224,20.0279,20.0279,175240
114,FPT,6/5/2007,20.0279,20.0279,19.0265,19.0265,200960
115,FPT,6/6/2007,19.0265,19.4389,19.0265,19.4389,166220
116,FPT,6/7/2007,19.4389,19.9101,19.4389,19.9101,88290
117,FPT,6/8/2007,19.9101,19.9101,19.1443,19.4389,164370
118,FPT,6/11/2007,19.4389,19.4389,18.8498,18.8498,147860
119,FPT,6/12/2007,18.8498,18.8498,18.7909,18.7909,149160
120,FPT,6/13/2007,18.7909,18.7909,18.0251,18.0251,426060
121,FPT,6/14/2007,18.0251,18.0251,17.9073,17.9662,439470
122,FPT,6/15/2007,17.9662,18.2608,17.9662,18.2608,284560
123,FPT,6/18/2007,18.2608,18.5553,18.0251,18.0251,276180
124,FPT,6/19/2007,18.0251,18.0251,17.8484,18.0251,299170
125,FPT,6/20/2007,18.0251,18.1429,17.9662,18.0251,202860
126,FPT,6/21/2007,18.0251,18.0251,17.6717,17.6717,151020
127,FPT,6/22/2007,17.6717,17.6717,17.3772,17.3772,301720
128,FPT,6/25/2007,17.3772,18.2018,17.3772,18.2018,171530
129,FPT,6/26/2007,18.2018,19.0854,18.2018,19.0854,218550
130,FPT,6/27/2007,19.0854,19.7334,18.3197,18.3197,476910
131,FPT,6/28/2007,18.3197,18.3197,18.1429,18.1429,184710
132,FPT,6/29/2007,18.1429,18.1429,18.084,18.084,137240
133,FPT,7/2/2007,18.084,18.084,17.6717,17.7895,294210
134,FPT,7/3/2007,17.7895,17.8484,17.7895,17.8484,219630
135,FPT,7/4/2007,17.8484,18.3786,17.8484,18.3786,164890
136,FPT,7/5/2007,18.3786,18.3786,17.9662,18.2608,201110
137,FPT,7/6/2007,18.2608,18.2608,18.084,18.1429,57070
138,FPT,7/9/2007,18.1429,18.1429,17.9662,18.1429,136810
139,FPT,7/10/2007,18.1429,18.1429,18.084,18.1429,86160
140,FPT,7/11/2007,18.1429,18.2608,18.1429,18.1429,73500
141,FPT,7/12/2007,18.1429,18.1429,18.0251,18.0251,79290
142,FPT,7/13/2007,18.0251,18.0251,17.6128,17.6128,957580
143,FPT,7/16/2007,17.6128,17.6128,17.0826,17.0826,374810
144,FPT,7/17/2007,17.0826,17.0826,17.0826,17.0826,464320
145,FPT,7/18/2007,17.0826,17.0826,16.9648,16.9648,532830
146,FPT,7/19/2007,16.9648,16.9648,16.7881,16.7881,170180
147,FPT,7/20/2007,16.7881,16.847,16.6703,16.6703,339690
148,FPT,7/23/2007,16.6703,16.6703,16.0223,16.0223,246160
149,FPT,7/24/2007,16.0223,16.0577,15.7625,15.7625,375620
150,FPT,7/25/2007,15.7625,15.7625,15.0541,15.0541,411820
151,FPT,7/26/2007,15.0541,15.0541,14.7589,14.7589,393930
152,FPT,7/27/2007,14.7589,14.7589,14.7589,14.7589,373240
153,FPT,7/30/2007,14.7589,15.1722,14.7589,14.936,284820
154,FPT,7/31/2007,14.936,14.936,14.2866,14.4637,323490
155,FPT,8/1/2007,14.4637,14.4637,14.0505,14.1686,448440
156,FPT,8/2/2007,14.1686,14.1686,13.4601,13.4601,336310
157,FPT,8/3/2007,13.4601,13.4601,12.8107,12.8107,591930
158,FPT,8/6/2007,12.8107,12.9879,12.8107,12.8698,290560
159,FPT,8/7/2007,12.8698,13.4601,12.8698,13.4601,249130
160,FPT,8/8/2007,13.4601,14.1095,13.4601,14.1095,542430
161,FPT,8/9/2007,14.1095,14.7589,14.1095,14.7589,537810
162,FPT,8/10/2007,14.7589,14.7589,14.1095,14.1686,507630
163,FPT,8/13/2007,14.1686,14.1686,13.5782,13.6372,361290
164,FPT,8/14/2007,13.6372,13.8734,13.6372,13.8734,246630
165,FPT,8/15/2007,13.8734,13.8734,13.5192,13.5782,192850
166,FPT,8/16/2007,13.5782,13.5782,13.165,13.165,346180
167,FPT,8/17/2007,13.165,13.165,12.8698,12.9879,484890
168,FPT,8/20/2007,12.9879,13.283,12.9879,13.283,200790
169,FPT,8/21/2007,13.283,13.5782,13.283,13.4011,216400
170,FPT,8/22/2007,13.4011,13.6372,13.4011,13.5192,309370
171,FPT,8/23/2007,13.5192,13.5192,13.283,13.283,225450
172,FPT,8/24/2007,13.283,13.5782,13.283,13.5782,334530
173,FPT,8/27/2007,13.5782,13.5782,13.224,13.3421,220710
174,FPT,8/28/2007,13.3421,13.3421,13.224,13.3421,164380
175,FPT,8/29/2007,13.3421,13.3421,13.224,13.3421,124920
176,FPT,8/30/2007,13.3421,13.3421,13.224,13.283,261390
177,FPT,8/31/2007,13.283,13.4011,13.224,13.283,229880
178,FPT,9/4/2007,13.283,13.5192,13.283,13.5192,176260
179,FPT,9/5/2007,13.5192,13.5192,13.283,13.283,397330
180,FPT,9/6/2007,13.283,13.4011,13.283,13.283,128330
181,FPT,9/7/2007,13.283,13.4011,13.224,13.283,144790
182,FPT,9/10/2007,13.283,13.283,13.1059,13.165,147010
183,FPT,9/11/2007,13.165,13.224,13.165,13.165,149540
184,FPT,9/12/2007,13.165,13.165,13.0469,13.165,165190
185,FPT,9/13/2007,13.165,13.165,13.0469,13.165,187850
186,FPT,9/14/2007,13.165,13.283,13.1059,13.283,216470
187,FPT,9/17/2007,13.283,13.283,13.1059,13.224,202530
188,FPT,9/18/2007,13.224,13.224,13.1059,13.1059,141940
189,FPT,9/19/2007,13.1059,13.165,13.1059,13.165,181030
190,FPT,9/20/2007,13.165,13.3421,13.165,13.283,199410
191,FPT,9/21/2007,13.283,13.4601,13.283,13.4601,285620
192,FPT,9/24/2007,13.4601,14.1095,13.4601,14.1095,309830
193,FPT,9/25/2007,14.1095,14.7589,14.1095,14.7589,514880
194,FPT,9/26/2007,14.7589,15.3493,14.4637,14.7589,507520
195,FPT,9/27/2007,14.7589,15.3493,14.6999,15.3493,471650
196,FPT,9/28/2007,15.3493,16.1167,15.3493,16.1167,537020
197,FPT,10/1/2007,16.1167,16.8842,16.1167,16.8842,488930
198,FPT,10/2/2007,16.8842,17.7107,16.8842,17.4746,882920
199,FPT,10/3/2007,17.4746,17.7697,17.4746,17.7697,713370
200,FPT,10/4/2007,17.7697,17.7697,17.4155,17.4155,401260
201,FPT,10/5/2007,17.4155,17.4155,16.589,16.589,420620
202,FPT,10/8/2007,16.5891,16.708,16.2918,16.2918,358530
203,FPT,10/9/2007,16.2918,17.0647,16.2918,17.0647,273910
204,FPT,10/10/2007,17.0647,17.1837,17.0053,17.0647,227190
205,FPT,10/11/2007,17.0647,17.0647,16.708,16.708,179330
206,FPT,10/12/2007,16.708,16.8269,16.6485,16.8269,144790
207,FPT,10/15/2007,16.8269,16.8269,16.6485,16.6485,195120
208,FPT,10/16/2007,16.6485,16.708,16.5296,16.5296,257970
209,FPT,10/17/2007,16.5296,16.8269,16.5296,16.7674,201640
210,FPT,10/18/2007,16.7674,16.7674,16.5296,16.5296,176410
211,FPT,10/19/2007,16.5296,16.5296,16.1134,16.3512,220860
212,FPT,10/22/2007,16.3512,16.3512,16.0539,16.1729,285680
213,FPT,10/23/2007,16.1729,16.1729,15.935,16.1134,526810
214,FPT,10/24/2007,16.1134,16.6485,16.1134,16.6485,273700
215,FPT,10/25/2007,16.6485,16.7674,16.4702,16.4702,292200
216,FPT,10/26/2007,16.4702,16.4702,16.3512,16.3512,175290
217,FPT,10/29/2007,16.3512,16.3512,16.1134,16.1134,176680
218,FPT,10/30/2007,16.1134,16.1729,16.0539,16.0539,254640
219,FPT,10/31/2007,16.0539,16.1729,16.0539,16.1729,197030
220,FPT,11/1/2007,16.1729,16.1729,15.9945,16.0539,232680
221,FPT,11/2/2007,16.0539,16.0539,15.6972,15.6972,244060
222,FPT,11/5/2007,15.6972,15.6972,15.0431,15.281,345680
223,FPT,11/6/2007,15.281,15.281,14.6864,14.6864,361210
224,FPT,11/7/2007,14.6864,14.6864,14.4485,14.508,355200
225,FPT,11/8/2007,14.508,14.8648,14.508,14.6864,129370
226,FPT,11/9/2007,14.6864,14.9242,14.6864,14.9242,334340
227,FPT,11/12/2007,14.9242,14.9837,14.6269,14.9242,258730
228,FPT,11/13/2007,14.9242,14.9242,14.2702,14.2702,207890
229,FPT,11/14/2007,14.2702,14.9242,14.2702,14.9242,264240
230,FPT,11/15/2007,14.9242,14.9242,14.6269,14.6269,147180
231,FPT,11/16/2007,14.6269,14.8053,14.4485,14.8053,157050
232,FPT,11/19/2007,14.8053,14.8053,14.6269,14.8053,145600
233,FPT,11/20/2007,14.8053,14.8053,14.5675,14.6269,255770
234,FPT,11/21/2007,14.6269,14.6269,14.2702,14.2702,260450
235,FPT,11/22/2007,14.2702,14.6864,14.2702,14.6269,158550
236,FPT,11/23/2007,14.6269,14.6864,14.4485,14.6864,126520
237,FPT,11/26/2007,14.6864,14.6864,14.6269,14.6864,171730
238,FPT,11/27/2007,14.6864,14.6864,14.4485,14.4485,164250
239,FPT,11/28/2007,14.4485,14.4485,14.3296,14.3296,140410
240,FPT,11/29/2007,14.3296,14.4485,14.2107,14.2107,128960
241,FPT,11/30/2007,14.2107,14.2702,14.1513,14.1513,149250
242,FPT,12/3/2007,14.1513,14.2702,14.1513,14.2107,187600
243,FPT,12/4/2007,14.2107,14.2107,14.0323,14.0323,334400
244,FPT,12/5/2007,14.0323,14.0323,13.7945,13.7945,257280
245,FPT,12/6/2007,13.7945,13.7945,13.5567,13.6756,350710
246,FPT,12/7/2007,13.6756,13.9729,13.6756,13.7945,203800
247,FPT,12/10/2007,13.7945,13.7945,13.5567,13.5567,301700
248,FPT,12/11/2007,13.5567,13.5567,13.3188,13.4377,327840
249,FPT,12/12/2007,13.4377,13.6756,13.2594,13.4972,329220
250,FPT,12/13/2007,13.4972,13.4972,13.3188,13.3188,291570
251,FPT,12/14/2007,13.3188,13.3783,13.1404,13.1999,204820
252,FPT,12/17/2007,13.1999,13.2594,13.1404,13.1404,203240
253,FPT,12/18/2007,13.1404,13.5567,13.1404,13.3188,264940
254,FPT,12/19/2007,13.3188,13.6756,13.3188,13.6756,353490
255,FPT,12/20/2007,13.6756,13.6756,13.3783,13.3783,236310
256,FPT,12/21/2007,13.3783,13.4377,13.3188,13.3783,168200
257,FPT,12/24/2007,13.3783,13.3783,13.2594,13.2594,123130
258,FPT,12/25/2007,13.2594,13.2594,13.1999,13.1999,121320
259,FPT,12/26/2007,13.1999,13.3188,13.1999,13.2594,211500
260,FPT,12/27/2007,13.2594,13.2594,13.1999,13.1999,227980
261,FPT,12/28/2007,13.1999,13.2594,13.1999,13.2594,172550
262,FPT,1/2/2008,13.2594,13.2594,13.0215,13.0215,113410
263,FPT,1/3/2008,13.0215,13.0215,12.7837,12.7837,211160
264,FPT,1/4/2008,12.7837,12.7837,12.5459,12.6053,180890
265,FPT,1/7/2008,12.6053,12.6053,12.1891,12.2486,232200
266,FPT,1/8/2008,12.2486,12.4269,12.2486,12.3675,214660
267,FPT,1/9/2008,12.3675,12.3675,12.0107,12.0107,159580
268,FPT,1/10/2008,12.0107,12.0107,11.4161,11.4161,401090
269,FPT,1/11/2008,11.4161,11.7729,11.4161,11.7134,188290
270,FPT,1/14/2008,11.7134,11.7134,11.4756,11.4756,239760
271,FPT,1/15/2008,11.4756,11.4756,11.2378,11.2378,337320
272,FPT,1/16/2008,11.2378,11.7729,11.2378,11.7729,331740
273,FPT,1/17/2008,11.7729,12.308,11.654,11.8323,387040
274,FPT,1/18/2008,11.8323,12.1891,11.5945,12.0107,152330
275,FPT,1/21/2008,12.0107,12.0107,11.4161,11.4161,501440
276,FPT,1/22/2008,11.4161,11.4161,10.881,10.881,202800
277,FPT,1/23/2008,10.881,10.881,10.3459,10.3459,92540
278,FPT,1/24/2008,10.3459,10.8215,10.108,10.108,430040
279,FPT,1/25/2008,10.108,10.5837,10.108,10.5837,292790
280,FPT,1/28/2008,10.5837,10.8215,10.5243,10.8215,190060
281,FPT,1/29/2008,10.8215,11.3567,10.8215,11.3567,213390
282,FPT,1/30/2008,11.3567,11.8918,11.3567,11.8918,352990
283,FPT,1/31/2008,11.8918,11.8918,11.3567,11.7134,225620
284,FPT,2/1/2008,11.7134,11.7729,11.654,11.7729,204640
285,FPT,2/12/2008,11.7729,11.7729,11.4161,11.4756,76750
286,FPT,2/13/2008,11.4756,11.4756,10.9405,10.9405,206500
287,FPT,2/14/2008,10.9405,11.1783,10.9405,10.9999,173150
288,FPT,2/15/2008,10.9999,11.0594,10.7621,10.9405,90890
289,FPT,2/18/2008,10.9405,10.9405,10.4053,10.4648,262900
290,FPT,2/19/2008,10.4648,10.4648,10.108,10.4053,242480
291,FPT,2/20/2008,10.4053,10.4053,9.9297,9.9297,312060
292,FPT,2/21/2008,9.9297,9.9297,9.454,9.454,187680
293,FPT,2/22/2008,9.454,9.454,9.0378,9.0378,287230
294,FPT,2/25/2008,9.0378,9.454,9.0378,9.454,301820
295,FPT,2/26/2008,9.454,9.454,9.0378,9.0378,304670
296,FPT,2/27/2008,9.0378,9.2756,8.9783,8.9783,156900
297,FPT,2/28/2008,8.9783,9.0972,8.7405,8.7999,123600
298,FPT,2/29/2008,8.7999,8.7999,8.3837,8.3837,216820
299,FPT,3/3/2008,8.3837,8.3837,7.9675,7.9675,190060
300,FPT,3/4/2008,7.9675,7.9675,7.6108,7.6108,134790
301,FPT,3/5/2008,7.6108,7.6108,7.254,7.254,260000
302,FPT,3/6/2008,7.254,7.6108,7.254,7.6108,150750
303,FPT,3/7/2008,7.6108,7.9675,7.6108,7.9675,66860
304,FPT,3/10/2008,7.9675,8.3243,7.9675,8.3243,749480
305,FPT,3/11/2008,8.3243,8.3243,7.9081,7.9675,438330
306,FPT,3/12/2008,7.9675,8.3243,7.9675,8.1459,326740
307,FPT,3/13/2008,8.1459,8.2648,8.0864,8.1459,97870
308,FPT,3/14/2008,8.1459,8.1459,8.027,8.1459,229600
309,FPT,3/17/2008,8.1459,8.1459,7.7891,7.7891,118510
310,FPT,3/18/2008,7.7891,7.7891,7.4324,7.4324,53240
311,FPT,3/19/2008,7.4324,7.4324,7.0756,7.0756,414330
312,FPT,3/20/2008,7.0756,7.0756,6.7783,6.7783,297440
313,FPT,3/21/2008,6.7783,6.7783,6.481,6.481,225440
314,FPT,3/24/2008,6.481,6.481,6.1837,6.1837,61590
315,FPT,3/25/2008,6.1837,6.1837,5.8864,5.8864,78260
316,FPT,3/26/2008,5.8864,5.8864,5.6189,5.6189,491820
317,FPT,3/27/2008,5.6189,5.6486,5.6189,5.6486,564730
318,FPT,3/28/2008,5.6486,5.6783,5.6486,5.6783,360310
319,FPT,3/31/2008,5.6783,5.7081,5.6783,5.7081,281820
320,FPT,4/1/2008,5.7081,5.7378,5.7081,5.7378,80650
321,FPT,4/2/2008,5.7378,5.7675,5.7378,5.7675,1820
322,FPT,4/3/2008,5.7675,5.7973,5.7675,5.7973,7660
323,FPT,4/4/2008,5.7973,5.827,5.7973,5.827,19260
324,FPT,4/7/2008,5.827,5.9162,5.827,5.9162,44420
325,FPT,4/8/2008,5.9162,6.0054,5.827,5.8567,658080
326,FPT,4/9/2008,5.8567,5.8567,5.7675,5.7973,491500
327,FPT,4/10/2008,5.7973,5.7973,5.7081,5.7081,100200
328,FPT,4/11/2008,5.7081,5.7081,5.6189,5.6189,75550
329,FPT,4/16/2008,5.6189,5.6189,5.5297,5.5297,89940
330,FPT,4/17/2008,5.5297,5.6189,5.4405,5.5891,502070
331,FPT,4/18/2008,5.5891,5.6189,5.5,5.5,279560
332,FPT,4/21/2008,5.5,5.5,5.4098,5.4098,234320
333,FPT,4/22/2008,5.4098,5.4098,5.3196,5.3196,53530
334,FPT,4/23/2008,5.3196,5.3196,5.2295,5.2295,8870
335,FPT,4/24/2008,5.2295,5.2295,5.1393,5.1393,53300
336,FPT,4/25/2008,5.1393,5.1393,5.0491,5.0491,43420
337,FPT,4/28/2008,5.0491,5.0491,4.959,4.959,458890
338,FPT,4/29/2008,4.959,4.959,4.8688,4.8688,335710
339,FPT,5/5/2008,4.8688,4.8688,4.7786,4.7786,123490
340,FPT,5/6/2008,4.7786,4.7786,4.6885,4.6885,69790
341,FPT,5/7/2008,4.6885,4.6885,4.5983,4.5983,82390
342,FPT,5/8/2008,4.5983,4.5983,4.5082,4.5082,108670
343,FPT,5/9/2008,4.5082,4.5082,4.418,4.418,31710
344,FPT,5/12/2008,4.418,4.418,4.3579,4.3579,45450
345,FPT,5/13/2008,4.3579,4.3579,4.2978,4.2978,8790
346,FPT,5/14/2008,4.2978,4.2978,4.2377,4.2377,8580
347,FPT,5/15/2008,4.2377,4.2377,4.1776,4.1776,7980
348,FPT,5/16/2008,4.1776,4.1776,4.1175,4.1175,65920
349,FPT,5/19/2008,4.1175,4.1175,4.0573,4.0573,73740
350,FPT,5/20/2008,4.0573,4.0573,3.9972,3.9972,13570
351,FPT,5/21/2008,3.9972,3.9972,3.9371,3.9371,91850
352,FPT,5/22/2008,3.9371,3.9371,3.877,3.877,3320
353,FPT,5/23/2008,3.877,3.877,3.8169,3.8169,42540
354,FPT,5/26/2008,3.8169,3.8169,3.7568,3.7568,8560
355,FPT,5/27/2008,3.7568,3.7568,3.7568,3.7568,0
356,FPT,5/28/2008,3.7568,3.7568,3.7568,3.7568,0
357,FPT,5/29/2008,3.7568,3.7568,3.7568,3.7568,0
358,FPT,5/30/2008,3.7568,3.7568,3.6967,3.6967,20370
359,FPT,6/2/2008,3.6967,3.6967,3.6366,3.6366,7300
360,FPT,6/3/2008,3.6366,3.6366,3.5765,3.5765,10280
361,FPT,6/4/2008,3.5765,3.5765,3.5164,3.5164,3870
362,FPT,6/5/2008,3.5164,3.5164,3.4563,3.4563,2430
363,FPT,6/6/2008,3.4563,3.4563,3.3961,3.3961,6460
364,FPT,6/9/2008,3.3961,3.3961,3.336,3.336,22830
365,FPT,6/10/2008,3.336,3.336,3.2759,3.2759,5040
366,FPT,6/11/2008,3.2759,3.2759,3.2158,3.2158,12340
367,FPT,6/12/2008,3.2158,3.2158,3.1557,3.1557,195590
368,FPT,6/13/2008,3.1557,3.1557,3.0956,3.0956,409120
369,FPT,6/16/2008,3.0956,3.1557,3.0355,3.1557,639380
370,FPT,6/17/2008,3.1557,3.2158,3.1557,3.2158,227950
371,FPT,6/18/2008,3.2158,3.2459,3.1557,3.1557,645410
372,FPT,6/19/2008,3.1557,3.1557,3.0655,3.0655,85410
373,FPT,6/20/2008,3.0655,3.0655,2.9754,2.9754,96710
374,FPT,6/23/2008,2.9754,2.9754,2.8912,2.8912,409550
375,FPT,6/24/2008,2.8912,2.9754,2.8071,2.9754,264130
376,FPT,6/25/2008,2.9754,3.0355,2.9754,3.0355,282020
377,FPT,6/26/2008,3.0355,3.1257,2.9453,2.9754,171900
378,FPT,6/27/2008,2.9754,3.0054,2.8912,3.0054,147910
379,FPT,6/30/2008,3.0054,3.0054,2.9153,3.0054,266050
380,FPT,7/1/2008,3.0054,3.0956,3.0054,3.0956,154180
381,FPT,7/2/2008,3.0956,3.1858,3.0956,3.1858,422440
382,FPT,7/3/2008,3.1858,3.2759,3.1858,3.2759,41650
383,FPT,7/4/2008,3.2759,3.3661,3.2759,3.3661,114780
384,FPT,7/7/2008,3.3661,3.4563,3.2759,3.2759,638990
385,FPT,7/8/2008,3.2759,3.3661,3.1858,3.3661,476680
386,FPT,7/9/2008,3.3661,3.4563,3.3661,3.4563,321480
387,FPT,7/10/2008,3.4563,3.5464,3.4563,3.5464,174910
388,FPT,7/11/2008,3.5464,3.6366,3.5464,3.6366,165300
389,FPT,7/14/2008,3.6366,3.7267,3.6366,3.7267,102180
390,FPT,7/15/2008,3.7267,3.8169,3.7267,3.8169,61500
391,FPT,7/16/2008,3.8169,3.9071,3.7267,3.9071,723350
392,FPT,7/17/2008,3.9071,3.9972,3.9071,3.9972,93730
393,FPT,7/18/2008,3.9972,4.0874,3.9972,4.0874,651860
